% Model:              3D.mph
% Version:            COMSOL 5.4.0.225
% Date:               Dec 21 2020, 16:20
% Dimension:          3
% Nodes:              30227
% Expressions:        1
% Description:        温度
% Length unit:        m
% X                       Y                        Z                        T (K)
-0.04069803395082723      0.02717533800777236      0.03890000000000001      322.3107895390093
-0.04056987828426985      0.02717533800777237      0.03909643362913685      322.3090702162134
-0.04069803395082723      0.02697533800777237      0.03890000000000001      322.31489601194374
-0.04044086831534841      0.02717533800778236      0.03889445258031538      322.3108615736778
-0.04044079640678502      0.026975338007782367     0.038894449479060074     322.3148770208712
-0.04063718070696772      0.02686363358482691      0.03908636489679253      322.0971327229078
-0.04069803395081723      0.026745165192775096     0.03890000000001         322.3156739227707
-0.04055311278355598      0.02674088362718596      0.038898249565938126     322.31571008212006
-0.040022087587782675     0.026975338007782367     0.05353832669129721      322.31498800539936
-0.040022323684815356     0.027175338007782355     0.053538299886740984     322.31102081239493
-0.040203673121799045     0.02717533800777237      0.05302201001080723      322.3070332621309
-0.04044079640678504      0.026975338007782373     0.05350555052093995      322.31496919929856
-0.04044086831534823      0.02717533800778236      0.053505547419684225     322.31097168634545
-0.04069803395082723      0.02717533800777236      0.06550000000000003      322.3102888033128
-0.04069803395082723      0.02697533800777237      0.06550000000000003      322.31371985073037
-0.04082704391974538      0.02717533800777237      0.06577976696248433      322.30821780765297
-0.04095519958629963      0.027175338007782355     0.06549445258033525      322.3101524270867
-0.04095527149486944      0.026975338007782373     0.06549444947906011      322.313520122958
-0.041192394779852        0.02717533800777237      0.06597798998920253      322.30668960716895
-0.04137374421681253      0.02717533800778236      0.06546170011327981      322.3099410531652
-0.04137398031387181      0.02697533800778237      0.06546167330870284      322.3131531184887
-0.04056902398190564      0.02717533800777237      0.053220233037529645     322.3085243195356
-0.04069803395082723      0.02717533800777236      0.05350000000000002      322.3109067362309
-0.04069803395082723      0.02697533800777237      0.05350000000000002      322.31496774405235
-0.04050491891140876      0.026778368345956278     0.05350310859014854      322.31565159113643
-0.04046196796963046      0.02685399724416651      0.05312869537262589      321.84832722848
-0.04069803395082723      0.026745165192775096     0.053499999999990014     322.31577389252146
-0.04069717964846305      0.02717533800777237      0.052934918655375064     322.3063442960533
-0.04082618961738447      0.02717533800777237      0.05322023303753007      322.30846695107516
-0.040955199586305883     0.02717533800778236      0.053505547419685065     322.31089359219976
-0.04095527149486944      0.026975338007782373     0.05350555052093995      322.3149176252595
-0.040842955118090475     0.026741123081096888     0.03889824956593832      322.3156787971272
-0.04075268887111611      0.026608447306547406     0.039045567320785304     322.0343544854669
-0.04069803395081724      0.02641816948801453      0.03890000000001001      322.31706230204816
-0.04069888825319129      0.02717533800777237      0.039298414677958304     322.30752561720476
-0.04095519958630604      0.02717533800778236      0.03889445258031539      322.3107807111027
-0.04095527149486942      0.02697533800778237      0.03889444947906008      322.3148052658399
-0.0407945070254757       0.02675691173484416      0.039270763418680014     321.7381867916375
-0.040205723447472926     0.02717533800777237      0.03937820523790731      322.3069341220748
-0.04002232368481601      0.027175338007782355     0.038861700113257985     322.3109751579231
-0.04040279430990781      0.026819667514460476     0.03935152013963331      321.6799026897424
-0.040287386992266        0.026614703289187545     0.03888593092805326      322.3162859848429
-0.040022087587782654     0.026975338007782367     0.03886167330870282      322.31485253333443
-0.04049319397559873      0.026402359468396384     0.03926021561138946      321.44514472523787
-0.04027438363792825      0.026186198274402134     0.03888502467934601      322.31812421973416
-0.01773590546776852      0.027175338007782355     0.0482064525756226       301.1079988498263
-0.019001866255477073     0.02717533800777236      0.048668790727369425     301.14690542655114
-0.017803901146724376     0.025691317283722582     0.04887603870452249      301.88422333613016
-0.0180004451486345       0.027175338007782355     0.05021194514083938      301.6847675568701
-0.01892769885752936      0.025985714724458684     0.05006396798216699      302.3345189958454
-0.019700999477348425     0.026290453550462247     0.0491230437871588       301.5087528568105
-0.01969821347976314      0.025237449082776198     0.04921894797195503      301.8956942796167
-0.04061787632840306      0.026878516668091997     0.06572704047401269      322.14848573711066
-0.04069803395081723      0.026745165192775096     0.06550000000001001      322.3143758205133
-0.04084295511809049      0.02674112308109688      0.06549824956593833      322.3142998113121
-0.040553112783555986     0.02674088362718596      0.06549824956593814      322.31448574472097
-0.040440796406785044     0.026975338007782377     0.06549444947906012      322.31385594219154
-0.040287386992266014     0.02661470328918755      0.06548593092805327      322.31510533165374
-0.040440868315354504     0.027175338007782365     0.06549445258033612      322.3104230379177
-0.04056987828427282      0.02717533800777237      0.06577976696248478      322.3083934402531
-0.04069888825319113      0.02717533800777237      0.06606508134463342      322.30656560976126
-0.04020572344747581      0.02717533800777237      0.06597820523791766      322.3074202245497
